t_n247	t_n248	t_n249	t_n250	t_n251	t_n252	t_n253	t_n254	t_n255	t_n256	t_n257	t_n258	t_n259	t_n260	t_n261	t_n262	t_n263	t_n264	t_n265	t_n266	t_n267	t_n268	t_n269	t_n270	t_n271	t_n272	t_n273	t_n274	t_n275	t_n276	t_n277	t_n278	t_n279	t_n280	t_n281	t_n282	t_n283	t_n284	t_n285	t_n286	t_n287	t_n288	t_n289	t_n290	t_n291	t_n292	t_n293	t_n294	t_n295	t_n296	t_n297	t_n298	t_n299	t_n300	t_n301	t_n302	t_n303	t_n304	t_n305	t_n306	t_n307	t_n308	t_n309	t_n310	t_n311	t_n312	t_n313	t_n314	t_n315	t_n316	t_n317	t_n318	t_n319	t_n320	t_n321	t_n322	t_n323	t_n324	t_n325	t_n326	t_n327	t_n328	t_n329	t_n330	t_n331	t_n332	t_n333	t_n334	t_n335	t_n336	t_n337	t_n338	t_n339	t_n340	t_n341	t_n342	t_n343	t_n344	t_n345	t_n346	t_n347	t_n348	t_n349	t_n350	t_n351	t_n352	t_n353	t_n354	t_n355	t_n356	t_n357	t_n358	t_n359	t_n360	t_n361	t_n362	t_n363	t_n364	t_n365	t_n366	t_n367	t_n368	t_n369	t_n370	t_n371	t_n372	t_n373	t_n374	t_n375	t_n376	t_n377	t_n378	t_n379	t_n380	t_n381	t_n382	t_n383	t_n384	t_n385	t_n386	t_n387	t_n388	t_n389	t_n390	t_n391	t_n392	t_n393	t_n394	t_n395	t_n396	t_n397	t_n398	t_n399	t_n400	t_n401	t_n402	t_n403	t_n404	t_n405	t_n406	t_n407	t_n408	t_n409	t_n410	t_n411	t_n412	t_n413	t_n414	t_n415	t_n416	t_n417	t_n418	t_n419	t_n420	t_n421	t_n422	t_n423	t_n424	t_n425	t_n426	t_n427	t_n428	t_n429	t_n430	t_n431	t_n432	t_n433	t_n434	t_n435	t_n436	t_n437	t_n438	t_n439	t_n440	t_n441	t_n442	t_n443	t_n444	t_n445	t_n446	t_n447	t_n448	t_n449	t_n450	t_n451	t_n452	t_n453	t_n454	t_n455	t_n456	t_n457	t_n458	t_n459	t_n460	t_n461	t_n462	t_n463	t_n464	t_n465	t_n466	t_n467	t_n468	t_n469	t_n470	t_n471	t_n472	t_n473	t_n474	t_n475	t_n476	t_n477	t_n478	t_n479	t_n480	t_n481	t_n482	t_n483	t_n484	t_n485	t_n486	t_n487	t_n488	t_n489	t_n490	t_n491
run1	4.51947106	4.332859315	3.426713035	3.33413439	2.985770275	2.84598648	3.238545575	2.872730695	2.75731774	2.685199435	2.20609972	0.870352595	0.45853311	2.47851379	2.073428705	1.724166095	1.33250784	0.951316865	2.16017813	1.394185295	2.706632795	2.549030555	1.442671185	1.307982735	1.059801395	0.76164786	0.55978958	0.610135785	0.58635655	0.520349835	0.66540553	1.42120381	1.38116662	1.25921193	1.192913205	0.96778123	0.51131616	0.257334415	0.87585048	0.389162915	1.03602204	0.91088697	1.18900998	1.128844255	0.71274109	0.761383125	0.54193218	2.306994025	1.99975858	2.614710995	2.50213512	1.571236655	0.70860894	3.25939292	3.204142635	2.924103675	2.590122575	3.339721665	3.31677695	3.090192675	3.189323125	3.02007842	2.344116075	2.080025365	1.88838563	1.25921193	0.96778123	0.51131616	0.257334415	0.87585048	0.389162915	1.03602204	0.950402405	0.71274109	0.903461195	1.41553765	1.199766665	0.860720135	1.37046003	1.67185198	3.307836005	2.52526669	1.60078991	1.307982735	1.059801395	0.76164786	0.610135785	0.58635655	0.520349835	0.66540553	1.392455125	1.25921193	0.96778123	0.51131616	0.257334415	0.87585048	0.389162915	1.03602204	0.975883685	2.29269856	2.029283735	1.72082195	1.501190895	3.277996175	3.151410225	3.06256787	2.912700855	2.694194855	1.57964005	2.710591955	2.584528175	2.30469748	2.47916254	2.11894242	2.304706965	2.095555425	1.818338825	2.151526645	2.95347664	2.809786685	2.563508985	4.332859315	3.339721665	3.307836005	3.277996175	3.256636005	3.192597875	3.079529745	2.916052515	2.856340585	2.524083545	2.563508985	2.694194855	1.57964005	2.926606555	2.593511165	2.161452105	3.15700655	2.869188485	2.26217664	1.845468445	2.97661132	2.670701825	2.52526669	1.60078991	1.460602085	1.307982735	1.059801395	0.76164786	0.55978958	0.610135785	0.58635655	0.520349835	0.66540553	1.392455125	1.25921193	0.96778123	0.51131616	0.257334415	0.87585048	0.389162915	1.03602204	0.91768548	0.71274109	1.35360471	0.54193218	0.761383125	2.20264875	2.029283735	1.72082195	1.501190895	3.31677695	3.090192675	2.74713037	3.189323125	3.02007842	2.344116075	2.080025365	1.88838563	1.25921193	0.96778123	0.87585048	0.389162915	0.51131616	1.03602204	0.95410522	0.72977284	1.41553765	1.199766665	0.860720135	1.67185198	3.426713035	3.33413439	2.985770275	2.84598648	3.238545575	2.872730695	2.75731774	2.685199435	2.47851379	2.073428705	1.971522145	1.757420745	2.16017813	1.394185295	2.20609972	0.870352595	0.45853311	2.706632795	2.549030555	1.442671185	1.307982735	1.059801395	0.76164786	0.55978958	0.610135785	0.58635655	0.520349835	0.66540553	1.42120381	1.38116662	1.25921193	1.192913205	0.96778123	0.51131616	0.257334415	0.87585048	0.389162915	1.03602204	0.91088697	1.18900998	1.128844255	0.71274109	0.761383125	0.54193218	2.306994025	1.99975858	2.614710995	2.50213512	1.571236655	0.70860894	3.25939292	3.205982675	2.924103675	2.590122575
run2	4.51955476	4.33362854	3.4218631	3.32690376	2.98037272	2.848918	3.23724544	2.86813192	2.74688974	2.68205066	2.18986206	0.87352832	0.4586537	2.47284336	2.06263048	1.7273934	1.33617738	0.93971436	2.15150154	1.38124806	2.70247124	2.54243032	1.44104844	1.30830684	1.06660068	0.7628295	0.56559034	0.61018414	0.58682126	0.51993692	0.66579286	1.42007618	1.37767446	1.26020634	1.19383592	0.96330736	0.51171052	0.25757336	0.87476266	0.39156594	1.03836188	0.90736828	1.19170998	1.12317966	0.7179818	0.7554179	0.5444264	2.29567566	2.0016439	2.61960036	2.48788052	1.57043272	0.71963508	3.2580944	3.20769492	2.91593946	2.58638152	3.3334005	3.31142932	3.08875124	3.19024708	3.01639804	2.34146146	2.08126342	1.88645344	1.26020634	0.96330736	0.51171052	0.25757336	0.87476266	0.39156594	1.03836188	0.95529084	0.7179818	0.90862622	1.41484328	1.20043856	0.86593284	1.3816716	1.6728195	3.2989448	2.52504044	1.60951844	1.30830684	1.06660068	0.7628295	0.61018414	0.58682126	0.51993692	0.66579286	1.390824	1.26020634	0.96330736	0.51171052	0.25757336	0.87476266	0.39156594	1.03836188	1.00355614	2.2932213	2.02166866	1.7324255	1.51184422	3.2646115	3.14782032	3.05589578	2.91097832	2.69330394	1.6012575	2.70913472	2.58933874	2.30495736	2.48466852	2.1187133	2.30618608	2.09544356	1.82593188	2.15013776	2.94992782	2.81052808	2.56254822	4.33362854	3.3334005	3.2989448	3.2646115	3.24866976	3.1923285	3.07963094	2.91332316	2.8515476	2.5190751	2.56254822	2.69330394	1.6012575	2.92477978	2.58860056	2.15295518	3.15336492	2.8524234	2.2459654	1.82975846	2.97748826	2.66614322	2.52504044	1.60951844	1.45918606	1.30830684	1.06660068	0.7628295	0.56559034	0.61018414	0.58682126	0.51993692	0.66579286	1.390824	1.26020634	0.96330736	0.51171052	0.25757336	0.87476266	0.39156594	1.03836188	0.92522852	0.7179818	1.3641713	0.5444264	0.7554179	2.20448708	2.02166866	1.7324255	1.51184422	3.31142932	3.08875124	2.73854652	3.19024708	3.01639804	2.34146146	2.08126342	1.88645344	1.26020634	0.96330736	0.87476266	0.39156594	0.51171052	1.03836188	0.95917638	0.72078972	1.41484328	1.20043856	0.86593284	1.6728195	3.4218631	3.32690376	2.98037272	2.848918	3.23724544	2.86813192	2.74688974	2.68205066	2.47284336	2.06263048	1.95369264	1.74359502	2.15150154	1.38124806	2.18986206	0.87352832	0.4586537	2.70247124	2.54243032	1.44104844	1.30830684	1.06660068	0.7628295	0.56559034	0.61018414	0.58682126	0.51993692	0.66579286	1.42007618	1.37767446	1.26020634	1.19383592	0.96330736	0.51171052	0.25757336	0.87476266	0.39156594	1.03836188	0.90736828	1.19170998	1.12317966	0.7179818	0.7554179	0.5444264	2.29567566	2.0016439	2.61960036	2.48788052	1.57043272	0.71963508	3.2580944	3.21515914	2.91593946	2.58638152
run3	4.519523375	4.3344146375	3.4233551	3.3289865625	2.9892342875	2.854448825	3.239561725	2.871557775	2.7579557625	2.6904818	2.1960887375	0.867127575	0.4578930375	2.482716675	2.07693895	1.7326906625	1.3478500125	0.9477234875	2.154166625	1.3859720125	2.705274925	2.54594625	1.442083775	1.3015994375	1.0639396375	0.76477545	0.558742475	0.6100863	0.586404525	0.5204227	0.671890675	1.4177051875	1.379395675	1.2592740125	1.1923834	0.9651856	0.5120913625	0.2571107625	0.8779337125	0.388193075	1.0430512625	0.9144933375	1.1924010375	1.1313080375	0.720684175	0.7614115625	0.53957135	2.3090686375	2.00163215	2.6264518	2.49371775	1.60030305	0.710585625	3.263964425	3.2147072875	2.9279941875	2.5923761	3.339153725	3.3179760125	3.0925439875	3.1934260125	3.0201928375	2.3395269875	2.0763157	1.8899939375	1.2592740125	0.9651856	0.5120913625	0.2571107625	0.8779337125	0.388193075	1.0430512625	0.9543150875	0.720684175	0.9116839375	1.4201860625	1.1974297125	0.863552975	1.373882875	1.65712075	3.3046874125	2.5334603625	1.5953373	1.3015994375	1.0639396375	0.76477545	0.6100863	0.586404525	0.5204227	0.671890675	1.3923187375	1.2592740125	0.9651856	0.5120913625	0.2571107625	0.8779337125	0.388193075	1.0430512625	0.99075775	2.3059669125	2.0283949625	1.734323025	1.5121185375	3.2743955875	3.1559919625	3.06887765	2.9277213375	2.692144725	1.597386675	2.7183294	2.59909285	2.296792625	2.4860538125	2.131749275	2.30911915	2.1079108	1.8234913625	2.15360255	2.962114825	2.828458125	2.567304875	4.3344146375	3.339153725	3.3046874125	3.2743955875	3.2559612625	3.194316475	3.078735875	2.9114314875	2.8545180375	2.5313419125	2.567304875	2.692144725	1.597386675	2.9365925625	2.6097601	2.1661218625	3.1591441125	2.86498965	2.2465574	1.832361575	2.987258625	2.6812969	2.5334603625	1.5953373	1.4566004875	1.3015994375	1.0639396375	0.76477545	0.558742475	0.6100863	0.586404525	0.5204227	0.671890675	1.3923187375	1.2592740125	0.9651856	0.5120913625	0.2571107625	0.8779337125	0.388193075	1.0430512625	0.9284807625	0.720684175	1.3517932875	0.53957135	0.7614115625	2.2168812	2.0283949625	1.734323025	1.5121185375	3.3179760125	3.0925439875	2.7538692875	3.1934260125	3.0201928375	2.3395269875	2.0763157	1.8899939375	1.2592740125	0.9651856	0.8779337125	0.388193075	0.5120913625	1.0430512625	0.9613886625	0.7344378	1.4201860625	1.1974297125	0.863552975	1.65712075	3.4233551	3.3289865625	2.9892342875	2.854448825	3.239561725	2.871557775	2.7579557625	2.6904818	2.482716675	2.07693895	1.973211125	1.7566553625	2.154166625	1.3859720125	2.1960887375	0.867127575	0.4578930375	2.705274925	2.54594625	1.442083775	1.3015994375	1.0639396375	0.76477545	0.558742475	0.6100863	0.586404525	0.5204227	0.671890675	1.4177051875	1.379395675	1.2592740125	1.1923834	0.9651856	0.5120913625	0.2571107625	0.8779337125	0.388193075	1.0430512625	0.9144933375	1.1924010375	1.1313080375	0.720684175	0.7614115625	0.53957135	2.3090686375	2.00163215	2.6264518	2.49371775	1.60030305	0.710585625	3.263964425	3.2173408125	2.9279941875	2.5923761
run4	4.51959693	4.332100245	3.42579543	3.332624605	2.98462205	2.846565155	3.23464561	2.874712505	2.761243205	2.694492915	2.2079309	0.861706155	0.456611415	2.480623195	2.076704105	1.73483953	1.33168215	0.93713172	2.15958861	1.3770713	2.716848185	2.55261876	1.44628955	1.3098044	1.06873688	0.763534215	0.560844165	0.61027659	0.58678419	0.51993087	0.66862923	1.426919625	1.38666755	1.264752545	1.199120845	0.963916865	0.512258335	0.257869825	0.876183715	0.38901322	1.04235918	0.917234055	1.196026555	1.13522658	0.72365732	0.757652315	0.53492074	2.307253075	2.01158011	2.62261758	2.49734476	1.584575375	0.70539735	3.258829185	3.199536935	2.91828449	2.594763125	3.335044685	3.31105078	3.092031465	3.187408315	3.021274765	2.333706555	2.07757784	1.89083932	1.264752545	0.963916865	0.512258335	0.257869825	0.876183715	0.38901322	1.04235918	0.95474623	0.72365732	0.912574535	1.4092405	1.19836581	0.855256025	1.372221225	1.675611145	3.302377905	2.525591695	1.60573238	1.3098044	1.06873688	0.763534215	0.61027659	0.58678419	0.51993087	0.66862923	1.394736725	1.264752545	0.963916865	0.512258335	0.257869825	0.876183715	0.38901322	1.04235918	0.990273545	2.28132413	2.021870085	1.716463315	1.507019265	3.2695619	3.14904637	3.059577425	2.9083307	2.68998077	1.59378533	2.705004965	2.587215875	2.31064977	2.47994879	2.122951245	2.30714926	2.1097035	1.818827455	2.16153583	2.960449255	2.816726305	2.567909595	4.332100245	3.335044685	3.302377905	3.2695619	3.251616735	3.1894433	3.079357845	2.91167418	2.85877327	2.50421433	2.567909595	2.68998077	1.59378533	2.91779819	2.604401135	2.171858205	3.154761805	2.854373905	2.241740835	1.843284475	2.97678677	2.665169405	2.525591695	1.60573238	1.461585865	1.3098044	1.06873688	0.763534215	0.560844165	0.61027659	0.58678419	0.51993087	0.66862923	1.394736725	1.264752545	0.963916865	0.512258335	0.257869825	0.876183715	0.38901322	1.04235918	0.924166805	0.72365732	1.36388338	0.53492074	0.757652315	2.202361015	2.021870085	1.716463315	1.507019265	3.31105078	3.092031465	2.748266315	3.187408315	3.021274765	2.333706555	2.07757784	1.89083932	1.264752545	0.963916865	0.876183715	0.38901322	0.512258335	1.04235918	0.95903699	0.727951175	1.4092405	1.19836581	0.855256025	1.675611145	3.42579543	3.332624605	2.98462205	2.846565155	3.23464561	2.874712505	2.761243205	2.694492915	2.480623195	2.076704105	1.96444853	1.752717475	2.15958861	1.3770713	2.2079309	0.861706155	0.456611415	2.716848185	2.55261876	1.44628955	1.3098044	1.06873688	0.763534215	0.560844165	0.61027659	0.58678419	0.51993087	0.66862923	1.426919625	1.38666755	1.264752545	1.199120845	0.963916865	0.512258335	0.257869825	0.876183715	0.38901322	1.04235918	0.917234055	1.196026555	1.13522658	0.72365732	0.757652315	0.53492074	2.307253075	2.01158011	2.62261758	2.49734476	1.584575375	0.70539735	3.258829185	3.215978205	2.91828449	2.594763125
run5	4.5195472325	4.3312751425	3.41615581	3.327956195	2.976884265	2.8473008075	3.239229755	2.87042297	2.7469276775	2.6829887875	2.1912242975	0.8788995525	0.46111597	2.4706960475	2.0650991475	1.73137369	1.3239687575	0.9542846725	2.1426445825	1.3687870425	2.7038317125	2.54375478	1.4424406675	1.3031188	1.0611661025	0.7616195175	0.5622854425	0.610198875	0.5861681475	0.518291445	0.66186588	1.419761855	1.380918855	1.259198065	1.1887999825	0.9641661075	0.512579335	0.25693225	0.8737843425	0.3870892425	1.0418432375	0.910632215	1.19054733	1.125136515	0.7195474625	0.754769005	0.54206197	2.30536581	2.0091317225	2.6156625675	2.5008016025	1.5754856625	0.7019208075	3.253688	3.195630005	2.9179825575	2.57748102	3.34040489	3.3188535775	3.0846375425	3.1923262225	3.023129095	2.337280745	2.074614535	1.882879145	1.259198065	0.9641661075	0.512579335	0.25693225	0.8737843425	0.3870892425	1.0418432375	0.9526109025	0.7195474625	0.900823135	1.424278675	1.2027419425	0.870013135	1.3791614775	1.6587234525	3.30318411	2.536945335	1.6041967375	1.3031188	1.0611661025	0.7616195175	0.610198875	0.5861681475	0.518291445	0.66186588	1.3913361875	1.259198065	0.9641661075	0.512579335	0.25693225	0.8737843425	0.3870892425	1.0418432375	0.9701446525	2.3035175675	2.03512557	1.7208384575	1.502924325	3.2716740525	3.15151454	3.0645742775	2.9207134775	2.69304207	1.618279565	2.718708855	2.59735963	2.30894616	2.4878110625	2.1412987425	2.3160949025	2.1208904675	1.8138417625	2.151074775	2.955090585	2.81418763	2.5708404375	4.3312751425	3.34040489	3.30318411	3.2716740525	3.25456247	3.1938182025	3.07975573	2.9116613925	2.86107881	2.5120178675	2.5708404375	2.69304207	1.618279565	2.9331898375	2.610423735	2.1680794375	3.1560185875	2.856026	2.24950972	1.81416283	2.9691370325	2.66592393	2.536945335	1.6041967375	1.45941144	1.3031188	1.0611661025	0.7616195175	0.5622854425	0.610198875	0.5861681475	0.518291445	0.66186588	1.3913361875	1.259198065	0.9641661075	0.512579335	0.25693225	0.8737843425	0.3870892425	1.0418432375	0.9258382775	0.7195474625	1.3602018675	0.54206197	0.754769005	2.206266255	2.03512557	1.7208384575	1.502924325	3.3188535775	3.0846375425	2.74795833	3.1923262225	3.023129095	2.337280745	2.074614535	1.882879145	1.259198065	0.9641661075	0.8737843425	0.3870892425	0.512579335	1.0418432375	0.9572037975	0.728684325	1.424278675	1.2027419425	0.870013135	1.6587234525	3.41615581	3.327956195	2.976884265	2.8473008075	3.239229755	2.87042297	2.7469276775	2.6829887875	2.4706960475	2.0650991475	1.9558392075	1.748971195	2.1426445825	1.3687870425	2.1912242975	0.8788995525	0.46111597	2.7038317125	2.54375478	1.4424406675	1.3031188	1.0611661025	0.7616195175	0.5622854425	0.610198875	0.5861681475	0.518291445	0.66186588	1.419761855	1.380918855	1.259198065	1.1887999825	0.9641661075	0.512579335	0.25693225	0.8737843425	0.3870892425	1.0418432375	0.910632215	1.19054733	1.125136515	0.7195474625	0.754769005	0.54206197	2.30536581	2.0091317225	2.6156625675	2.5008016025	1.5754856625	0.7019208075	3.253688	3.211328865	2.9179825575	2.57748102
run6	4.51959529	4.33162065	3.42476901	3.33237669	2.98270973	2.86152278	3.23998594	2.87666588	2.75692828	2.69015378	2.19666211	0.86599978	0.47000984	2.47763891	2.07128955	1.73197853	1.34082886	0.95622512	2.15511095	1.37828244	2.70989988	2.5412019	1.44092086	1.30322037	1.06576294	0.7626132	0.56229897	0.61010859	0.58697199	0.52197175	0.66022535	1.41709386	1.37673654	1.25801877	1.19098021	0.96092013	0.512836	0.25713355	0.87397472	0.38876286	1.0438276	0.9160653	1.1903962	1.12481901	0.71379828	0.75976527	0.54116077	2.30318592	2.0118736	2.61799013	2.49319569	1.57551374	0.72980782	3.26485199	3.21412855	2.91067143	2.58794735	3.33363229	3.31475174	3.08528862	3.19214675	3.01967653	2.33623254	2.07751974	1.89719537	1.25801877	0.96092013	0.512836	0.25713355	0.87397472	0.38876286	1.0438276	0.95281675	0.71379828	0.91182742	1.41286037	1.19445432	0.86745287	1.37500706	1.66859668	3.30169851	2.52286306	1.61238322	1.30322037	1.06576294	0.7626132	0.61010859	0.58697199	0.52197175	0.66022535	1.39627558	1.25801877	0.96092013	0.512836	0.25713355	0.87397472	0.38876286	1.0438276	1.00335236	2.29698921	2.02252182	1.72256322	1.50281722	3.27047877	3.15019477	3.06398041	2.91772218	2.6956408	1.60098504	2.70924218	2.58807276	2.30314696	2.47934673	2.10331525	2.30255937	2.10095072	1.8207231	2.14104423	2.95681386	2.81567961	2.56791104	4.33162065	3.33363229	3.30169851	3.27047877	3.25003315	3.18684694	3.07426503	2.914637	2.86110717	2.53433358	2.56791104	2.6956408	1.60098504	2.92925617	2.6025442	2.17564167	3.15090628	2.85181428	2.24090511	1.81337937	2.97199089	2.66539419	2.52286306	1.61238322	1.46041271	1.30322037	1.06576294	0.7626132	0.56229897	0.61010859	0.58697199	0.52197175	0.66022535	1.39627558	1.25801877	0.96092013	0.512836	0.25713355	0.87397472	0.38876286	1.0438276	0.92632574	0.71379828	1.37055169	0.54116077	0.75976527	2.20569817	2.02252182	1.72256322	1.50281722	3.31475174	3.08528862	2.73687094	3.19214675	3.01967653	2.33623254	2.07751974	1.89719537	1.25801877	0.96092013	0.87397472	0.38876286	0.512836	1.0438276	0.96107908	0.72767348	1.41286037	1.19445432	0.86745287	1.66859668	3.42476901	3.33237669	2.98270973	2.86152278	3.23998594	2.87666588	2.75692828	2.69015378	2.47763891	2.07128955	1.97229414	1.75840563	2.15511095	1.37828244	2.19666211	0.86599978	0.47000984	2.70989988	2.5412019	1.44092086	1.30322037	1.06576294	0.7626132	0.56229897	0.61010859	0.58697199	0.52197175	0.66022535	1.41709386	1.37673654	1.25801877	1.19098021	0.96092013	0.512836	0.25713355	0.87397472	0.38876286	1.0438276	0.9160653	1.1903962	1.12481901	0.71379828	0.75976527	0.54116077	2.30318592	2.0118736	2.61799013	2.49319569	1.57551374	0.72980782	3.26485199	3.219953	2.91067143	2.58794735
run7	4.51957723	4.3313931	3.42628241	3.33152465	2.98369237	2.851342395	3.236367675	2.872633075	2.75809089	2.686331825	2.206743825	0.872245525	0.45973617	2.47114833	2.07555439	1.729129195	1.335380205	0.93949604	2.14981993	1.382824125	2.6970676	2.536877515	1.437173295	1.30260151	1.062091705	0.76349371	0.556774325	0.60994407	0.58603646	0.51924957	0.66156385	1.415476875	1.378420355	1.257926045	1.18992443	0.96136658	0.51117006	0.25771538	0.875986625	0.38680411	1.038419105	0.917880695	1.18858042	1.127853095	0.71984782	0.76229321	0.53605524	2.295228575	1.997707975	2.611937085	2.48933868	1.569430115	0.717348885	3.26830671	3.2103432	2.921584995	2.595663825	3.338172235	3.317690015	3.091810135	3.193291205	3.021463335	2.33592134	2.067210685	1.891866515	1.257926045	0.96136658	0.51117006	0.25771538	0.875986625	0.38680411	1.038419105	0.948859875	0.71984782	0.91299961	1.41634523	1.20533989	0.87621935	1.38436171	1.676282405	3.30259162	2.5274177	1.605242295	1.30260151	1.062091705	0.76349371	0.60994407	0.58603646	0.51924957	0.66156385	1.39747935	1.257926045	0.96136658	0.51117006	0.25771538	0.875986625	0.38680411	1.038419105	0.98287444	2.294264785	2.030758735	1.718241985	1.50775418	3.272547085	3.147802655	3.05779648	2.90956179	2.685936755	1.593720555	2.70332942	2.581043425	2.293449975	2.47839771	2.11007567	2.29332433	2.095974365	1.810803535	2.14269313	2.953511845	2.8178704	2.57016855	4.3313931	3.338172235	3.30259162	3.272547085	3.254901105	3.19366553	3.071333045	2.91390891	2.860062965	2.52129848	2.57016855	2.685936755	1.593720555	2.93100862	2.604289225	2.172767855	3.15668578	2.862044295	2.262350375	1.84237629	2.98132456	2.66782804	2.5274177	1.605242295	1.457020405	1.30260151	1.062091705	0.76349371	0.556774325	0.60994407	0.58603646	0.51924957	0.66156385	1.39747935	1.257926045	0.96136658	0.51117006	0.25771538	0.875986625	0.38680411	1.038419105	0.92365453	0.71984782	1.35701874	0.53605524	0.76229321	2.199430085	2.030758735	1.718241985	1.50775418	3.317690015	3.091810135	2.74950752	3.193291205	3.021463335	2.33592134	2.067210685	1.891866515	1.257926045	0.96136658	0.875986625	0.38680411	0.51117006	1.038419105	0.953747465	0.724475085	1.41634523	1.20533989	0.87621935	1.676282405	3.42628241	3.33152465	2.98369237	2.851342395	3.236367675	2.872633075	2.75809089	2.686331825	2.47114833	2.07555439	1.957995035	1.74608824	2.14981993	1.382824125	2.206743825	0.872245525	0.45973617	2.6970676	2.536877515	1.437173295	1.30260151	1.062091705	0.76349371	0.556774325	0.60994407	0.58603646	0.51924957	0.66156385	1.415476875	1.378420355	1.257926045	1.18992443	0.96136658	0.51117006	0.25771538	0.875986625	0.38680411	1.038419105	0.917880695	1.18858042	1.127853095	0.71984782	0.76229321	0.53605524	2.295228575	1.997707975	2.611937085	2.48933868	1.569430115	0.717348885	3.26830671	3.221204885	2.921584995	2.595663825
run8	4.5195140875	4.3309677225	3.4258559	3.331755495	2.985374775	2.8440773025	3.2399954275	2.8677393675	2.752459765	2.6848420975	2.1965928775	0.8701683175	0.46963271	2.4775678125	2.08211268	1.7273531625	1.33519375	0.9443746825	2.148810015	1.383224355	2.70238907	2.5384779275	1.4449490225	1.3082711725	1.0658797175	0.7630027075	0.564561475	0.61017892	0.5865468225	0.521266065	0.6609899675	1.4192740975	1.3815606575	1.2596948975	1.19685164	0.96248929	0.51156918	0.2566942675	0.875386215	0.388887445	1.041706345	0.9166235975	1.190817225	1.13247321	0.7139236825	0.7575298225	0.547870625	2.3001949125	2.0009224475	2.6171845	2.48913418	1.5887099925	0.71233214	3.26227484	3.2068668025	2.9217238675	2.5990355525	3.339463285	3.3160308975	3.0908377175	3.1902531425	3.0213542825	2.34506967	2.08177888	1.90333105	1.2596948975	0.96248929	0.51156918	0.2566942675	0.875386215	0.388887445	1.041706345	0.9529966175	0.7139236825	0.90731484	1.4159901575	1.2088674425	0.8652578225	1.380903855	1.667668595	3.3066028375	2.5234930175	1.6111849775	1.3082711725	1.0658797175	0.7630027075	0.61017892	0.5865468225	0.521266065	0.6609899675	1.3975382125	1.2596948975	0.96248929	0.51156918	0.2566942675	0.875386215	0.388887445	1.041706345	0.983955875	2.289054885	2.0259717575	1.7287982175	1.503588975	3.272661525	3.153067235	3.0665258675	2.91312885	2.7035109	1.598994655	2.717071635	2.595846275	2.3084691625	2.485561465	2.1299431125	2.3114506025	2.10786767	1.825085345	2.144580285	2.9533820325	2.8154168125	2.56131819	4.3309677225	3.339463285	3.3066028375	3.272661525	3.2557835475	3.1914114425	3.0787259725	2.9054698325	2.8523384625	2.5210950375	2.56131819	2.7035109	1.598994655	2.93273763	2.6019850025	2.1798312675	3.1582915125	2.85306781	2.238467105	1.80069807	2.97720367	2.6804284325	2.5234930175	1.6111849775	1.4611651475	1.3082711725	1.0658797175	0.7630027075	0.564561475	0.61017892	0.5865468225	0.521266065	0.6609899675	1.3975382125	1.2596948975	0.96248929	0.51156918	0.2566942675	0.875386215	0.388887445	1.041706345	0.92623002	0.7139236825	1.367855555	0.547870625	0.7575298225	2.1968204625	2.0259717575	1.7287982175	1.503588975	3.3160308975	3.0908377175	2.74601038	3.1902531425	3.0213542825	2.34506967	2.08177888	1.90333105	1.2596948975	0.96248929	0.875386215	0.388887445	0.51156918	1.041706345	0.9610251925	0.731595315	1.4159901575	1.2088674425	0.8652578225	1.667668595	3.4258559	3.331755495	2.985374775	2.8440773025	3.2399954275	2.8677393675	2.752459765	2.6848420975	2.4775678125	2.08211268	1.965197865	1.76100976	2.148810015	1.383224355	2.1965928775	0.8701683175	0.46963271	2.70238907	2.5384779275	1.4449490225	1.3082711725	1.0658797175	0.7630027075	0.564561475	0.61017892	0.5865468225	0.521266065	0.6609899675	1.4192740975	1.3815606575	1.2596948975	1.19685164	0.96248929	0.51156918	0.2566942675	0.875386215	0.388887445	1.041706345	0.9166235975	1.190817225	1.13247321	0.7139236825	0.7575298225	0.547870625	2.3001949125	2.0009224475	2.6171845	2.48913418	1.5887099925	0.71233214	3.26227484	3.220816275	2.9217238675	2.5990355525
