Mean_time	Mean_qlow	Mean_qup	Priors
t_n247_ROOT	4500.749	4450.15	4519.5	U(4.520,1e-300)
t_n248_LUCA	4292.46	4211.46	4358.58	B(3.3470,4.5200,1e-300,1e-300)
t_n249	3338.779	3080.3	3578.54	0
t_n250	3263.238	3005.68	3506.87	0
t_n251	2783.177	2217.83	3180.18	0
t_n252	2445.516	1806.06	2926.6	0
t_n253	2944.691	2691.19	3198.57	0
t_n254	2790.804	2544.56	3040.72	0
t_n255	2652.512	2391.05	2916.08	0
t_n256	2561.392	2295.74	2828.17	0
t_n257	2002.419	1548.22	2383.67	0
t_n258	543.388	244.63	948.24	0
t_n259	360.206	144.69	689.75	0
t_n260	2417.278	2131.78	2699.23	0
t_n261	1833.759	1420.62	2203.9	0
t_n262	1630.256	1216	2019.34	0
t_n263	1210.336	827.08	1612.13	0
t_n264	919.303	565.48	1322.74	0
t_n265	1978.751	1580.11	2334.03	0
t_n266	770.565	376.59	1248.49	0
t_n267	2513.931	2292.54	2742.31	0
t_n268_TG-EUKARYA-ARCH	2417.748	2206.67	2635.48	B(1.6191,3.4480,1e-300,1e-300)
t_n269_LECA	1446.393	1309.1	1603.1	B(1.0856,1.8796,0.0250,0.0250)
t_n270	1311.708	1151.23	1483.3	0
t_n271	1167.119	1005.58	1344.91	0
t_n272_FUNGI	728.621	614.39	854.98	B(0.3921,1.8910,1e-300,0.0250)
t_n273	567.677	415.24	719.84	0
t_n274_METAZOA	605.417	594.48	611.03	B(0.5740,0.6090,1e-300,0.0250)
t_n275_EUMETAZOA	566.568	561.26	578.73	B(0.5611,0.5908,1e-300,0.0250)
t_n276	451.679	305.61	551.41	0
t_n277	520.488	287.39	780.88	0
t_n278	1388.468	1250.75	1544.72	0
t_n279	1331.812	1199.99	1481.88	0
t_n280_ARCHAEPLASTIDA	1206.103	1090.37	1337.49	B(1.0300,1.8796,1e-300,1e-300)
t_n281	1102.453	967.4	1245.32	0
t_n282	1011.46	840.57	1176.49	0
t_n283_EMBRYOPHYTA	449.931	431.13	493.17	B(0.4305,0.5155,1e-300,0.0250)
t_n284_EUDICOT-MONOCOT	250.771	236.27	270.66	B(0.1250,0.2472,1e-300,0.0250)
t_n285	852.666	659.07	1040.69	0
t_n286	134.523	36.17	296.88	0
t_n287	873.44	682.91	1049.81	0
t_n288	711.141	499.96	916.5	0
t_n289	1151.579	997.66	1316.72	0
t_n290	1038.647	838.07	1229.43	0
t_n291	678.283	443.88	911.26	0
t_n292_CG-FORAMINIFERA	591.163	525.63	708.18	B(0.5225,1.8910,1e-300,1e-300)
t_n293	773.488	541.35	1001.03	0
t_n294	2299.749	2057.42	2536.88	0
t_n295	1992.923	1654.04	2286.47	0
t_n296	2406.616	2144.89	2660.03	0
t_n297	2284.566	2013.53	2544.5	0
t_n298	660.387	265.94	1169.75	0
t_n299	145.861	37.56	353.62	0
t_n300	3182.693	2865.22	3465.45	0
t_n301	3059.541	2703.82	3371.68	0
