Mean_time	Mean_qlow	Mean_qup	Priors
t_n247_ROOT	4489.991	4410.56	4519.23	U(4.520,1e-300)
t_n248_LUCA	4459.987	4355.53	4512.58	B(3.3470,4.5200,1e-300,1e-300)
t_n249	4314.429	3939.52	4486.6	0
t_n250	4146.221	3635.47	4434.61	0
t_n251	2760.459	634.83	4196.47	0
t_n252	1382.874	52.5	3517.76	0
t_n253	3962.253	3360.74	4356.53	0
t_n254	3779.111	3121.56	4258.09	0
t_n255	3487.825	2631.67	4115.25	0
t_n256	3197.817	2237.48	3948.77	0
t_n257	2397.296	895.45	3599.52	0
t_n258	1597.573	292.78	3090.11	0
t_n259	802.558	26.33	2334.11	0
t_n260	2797.635	1682.49	3716.41	0
t_n261	2238.396	974.18	3382.65	0
t_n262	1680.139	498.52	2969.96	0
t_n263	1118.472	179.73	2444.45	0
t_n264	559.274	16.61	1768.28	0
t_n265	1865.687	408.16	3256.52	0
t_n266	936.573	34.56	2530.56	0
t_n267	3374.069	2521.5	4057.34	0
t_n268_TG-EUKARYA-ARCH	2701.666	1961.18	3380.72	B(1.6191,3.4480,1e-300,1e-300)
t_n269_LECA	1893.632	1788.87	2017.05	B(1.0856,1.8796,0.0250,0.0250)
t_n270	1586.538	1000.6	1918.19	0
t_n271	1217.532	674.79	1764.02	0
t_n272_FUNGI	834.885	441.61	1364.77	B(0.3921,1.8910,1e-300,0.0250)
t_n273	416.438	18.71	1042.64	0
t_n274_METAZOA	594.055	575.77	609.13	B(0.5740,0.6090,1e-300,0.0250)
t_n275_EUMETAZOA	575.293	561.82	590.42	B(0.5611,0.5908,1e-300,0.0250)
t_n276	287.548	14.22	561.17	0
t_n277	794.244	38.61	1693.53	0
t_n278	1825.035	1650.54	1968.53	0
t_n279	1753.681	1553.33	1911.77	0
t_n280_ARCHAEPLASTIDA	1671.157	1453.93	1839.6	B(1.0300,1.8796,1e-300,1e-300)
t_n281	1361.499	765.85	1742.18	0
t_n282	1052.628	524.09	1594.19	0
t_n283_EMBRYOPHYTA	473.154	432.62	515.43	B(0.4305,0.5155,1e-300,0.0250)
t_n284_EUDICOT-MONOCOT	187.778	128.25	247.18	B(0.1250,0.2472,1e-300,0.0250)
t_n285	701.95	143.67	1368.59	0
t_n286	351.54	12.08	1026.42	0
t_n287	1113.374	258.47	1706.15	0
t_n288	558.258	20.7	1419.96	0
t_n289	1426.939	837.29	1810.39	0
t_n290	952.253	212.33	1627.68	0
t_n291	477.599	17.24	1286.53	0
t_n292_CG-FORAMINIFERA	900.064	537.62	1477.84	B(0.5225,1.8910,1e-300,1e-300)
t_n293	911.512	45.56	1797.63	0
t_n294	1803.889	410.79	3031.07	0
t_n295	902.351	33.43	2389.08	0
t_n296	2696.447	1290.11	3756.75	0
t_n297	2021.853	642.29	3354.74	0
t_n298	1348.963	225.81	2820.16	0
t_n299	673.3	20.66	2055.53	0
t_n300	3453.963	1719.76	4364.88	0
t_n301	2589.019	839.73	4047.86	0
t_n302	1295.643	53.79	3274.78	0
t_n303	1293.147	51.48	3268.82	0
t_n304	4365.169	4115.85	4490.92	0
t_n305	4055.215	3463.83	4420.94	0
t_n306	2030.454	102.28	4043.34	0
t_n307	3724.614	3156.2	4259.42	0
t_n308_TG-OXYPHOTOBACTERIA	3369.433	2977.49	3854.67	B(2.945,4.5200,1e-300,1e-300)
t_n309_CG-OXYPHOTOBACTERIA	3107.196	2552.94	3469.64	B(2.0136,3.4480,0.0250,0.0250)
t_n310	2741.415	1985.53	3337.69	0
t_n311	2375.429	1706.22	3125.89	0
t_n312	1671.157	1453.93	1839.6	0
t_n313	1274.684	602.74	1728.62	0
t_n314	473.154	432.62	515.43	0
t_n315	187.778	128.25	247.18	0
t_n316	851.818	179.22	1537.86	0
t_n317	425.538	14.77	1198.63	0
t_n318	1337.605	662.99	1740.73	0
t_n319	892.078	186.66	1559.33	0
t_n320	446.231	16.02	1228.4	0
