Mean_time	Mean_qlow	Mean_qup	Priors
t_n247_ROOT	4496.407	4433.92	4519.39	U(4.520,1e-300)
t_n248_LUCA	4238.323	4102.1	4352.19	B(3.3470,4.5200,1e-300,1e-300)
t_n249	3587.891	3294.75	3865.75	0
t_n250	3491.318	3198.39	3773.77	0
t_n251	2555.083	1479.24	3332.64	0
t_n252	2103.899	1115.53	2968.04	0
t_n253	3242.905	2959.37	3529.99	0
t_n254	3085.504	2811.84	3369.33	0
t_n255	2911.751	2599.6	3220.56	0
t_n256	2779.061	2456.27	3098.55	0
t_n257	1973.09	1328.61	2545.25	0
t_n258	534.48	294.92	889.7	0
t_n259	298.613	130.51	565.34	0
t_n260	2593.139	2244.78	2932.45	0
t_n261	2088.992	1662.69	2501.91	0
t_n262	1829.525	1391.93	2264.59	0
t_n263	1370.879	945.18	1827.21	0
t_n264	1012.133	602.8	1484.66	0
t_n265	2072.868	1555.27	2535.05	0
t_n266	935.397	487.67	1506.93	0
t_n267	2778.092	2525.75	3044.72	0
t_n268_TG-EUKARYA-ARCH	2629.429	2394.9	2872.76	B(1.6191,3.4480,1e-300,1e-300)
t_n269_LECA	1840.982	1715.06	1929.78	B(1.0856,1.8796,0.0250,0.0250)
t_n270	1624.665	1360.73	1816.34	0
t_n271	1443.247	1166.73	1688.78	0
t_n272_FUNGI	951.09	766.9	1145.26	B(0.3921,1.8910,1e-300,0.0250)
t_n273	699.916	426.07	958.33	0
t_n274_METAZOA	604.964	593.31	610.85	B(0.5740,0.6090,1e-300,0.0250)
t_n275_EUMETAZOA	567.193	561.29	580.2	B(0.5611,0.5908,1e-300,0.0250)
t_n276	412.929	238.83	542.14	0
t_n277	611.347	287.87	1057.49	0
t_n278	1755.249	1610.4	1869.55	0
t_n279	1673.471	1525.19	1804.76	0
t_n280_ARCHAEPLASTIDA	1482.967	1349.27	1612.58	B(1.0300,1.8796,1e-300,1e-300)
t_n281	1296.352	1068.68	1483.66	0
t_n282	1148.653	874.84	1393.38	0
t_n283_EMBRYOPHYTA	476.771	433.74	515.53	B(0.4305,0.5155,1e-300,0.0250)
t_n284_EUDICOT-MONOCOT	239.562	211.29	256.01	B(0.1250,0.2472,1e-300,0.0250)
t_n285	877.448	545.31	1193.38	0
t_n286	100.648	24.09	250.66	0
t_n287	1035.979	710.89	1321.63	0
t_n288	799.586	460.56	1139.67	0
t_n289	1440.586	1204.94	1641.47	0
t_n290	1268.97	951.73	1531.08	0
t_n291	739.553	399.75	1110.24	0
t_n292_CG-FORAMINIFERA	805.445	595.2	1032.18	B(0.5225,1.8910,1e-300,1e-300)
t_n293	902.873	501.02	1326.63	0
t_n294	2391.32	1989.54	2710.65	0
t_n295	1911.571	1342.69	2372.64	0
t_n296	2593.542	2167.51	2930.22	0
t_n297	2343.268	1831.01	2737.74	0
t_n298	656.115	308.93	1200.87	0
t_n299	160.102	48.42	360.29	0
t_n300	3262.442	2668.76	3675.74	0
t_n301	3029.442	2369.65	3513.73	0
t_n302	2146.349	1152.62	2978.77	0
t_n303	2333.485	1263.15	3219.39	0
t_n304	3539.222	3317.35	3786.33	0
t_n305	3449.154	3236.72	3697.23	0
t_n306	2853.139	1864.99	3408.63	0
t_n307	3211.433	3054.37	3431.72	0
t_n308_TG-OXYPHOTOBACTERIA	3001.111	2946.58	3136.82	B(2.945,4.5200,1e-300,1e-300)
t_n309_CG-OXYPHOTOBACTERIA	2272.274	2024.8	2557.74	B(2.0136,3.4480,0.0250,0.0250)
t_n310	1913.716	1640.38	2232.89	0
t_n311	1715.173	1498.77	1996.29	0
t_n312	1482.967	1349.27	1612.58	0
t_n313	1218.427	939.2	1442.78	0
t_n314	476.771	433.74	515.53	0
t_n315	239.562	211.29	256.01	0
t_n316	1045.784	736.05	1318.34	0
t_n317	507.565	235.97	838.96	0
t_n318	1283.273	942.9	1512.11	0
t_n319	1038.994	621.43	1379.17	0
t_n320	746.698	378.61	1139.35	0
t_n321	1035.494	606.63	1372.07	0
t_n322	1133.163	739.85	1552.53	0
t_n323	849.546	501.9	1273.87	0
t_n324	483.206	226.58	855.98	0
t_n325	935.865	516.25	1392.52	0
t_n326	514.181	202.01	1076.94	0
t_n327	3487.648	3240.67	3745.52	0
t_n328	2459.036	2076.7	2933.49	0
t_n329_TG-EUKARYA-MITO	2064.825	1807.18	2366.75	B(1.0856,4.5200,0.0250,1e-300)
t_n330	1871.157	1528.85	2213.79	0
t_n331	1329.797	1029.24	1700.03	0
t_n332	951.09	766.9	1145.26	0
t_n333	604.964	593.31	610.85	0
t_n334	567.193	561.29	580.2	0
t_n335	431.6	242.78	556.56	0
t_n336	793.125	393.59	1300.3	0
t_n337	1750.793	1472.65	2123.85	0
t_n338	1482.967	1349.27	1612.58	0
t_n339	1116.59	813.29	1382.33	0
t_n340	476.771	433.74	515.53	0
t_n341	239.562	211.29	256.01	0
t_n342	954.175	626.99	1268.87	0
t_n343	321.262	126.79	607.12	0
t_n344	893.62	435.34	1322.77	0
t_n345	1126.167	632.52	1631.82	0
t_n346	2066.765	1566.06	2580.61	0
t_n347	1595.957	957.87	2212.83	0
t_n348	1464.072	946.79	2028.92	0
t_n349	1061.059	569.1	1650.8	0
t_n350	3358.036	3011.07	3657.74	0
t_n351	3137.312	2771.29	3472.92	0
t_n352	2867.025	2496.82	3221.69	0
t_n353	2641.219	2266.56	3009.56	0
t_n354	2231.686	1696.44	2701.19	0
t_n355	1423.078	753.16	2121.37	0
t_n356	2366.736	1985.85	2749.09	0
t_n357	2243.253	1861.39	2632.08	0
t_n358	1554.252	896.82	2147.73	0
t_n359	1894.115	1502.61	2299.06	0
t_n360	1572.443	1055.5	2055.04	0
t_n361	1653.435	1253.74	2073.35	0
t_n362	1324.295	929.75	1751.66	0
t_n363	990.091	604	1430.2	0
t_n364	1828.701	1218.46	2359.42	0
t_n365	2575.257	2013.56	3023.62	0
t_n366	2186.005	1518.1	2739.37	0
t_n367	1703.441	985.66	2366.23	0
t_n368	4238.323	4102.1	4352.19	0
t_n369	3430.61	3216.23	3687.55	0
t_n370	3345.709	3093.29	3619.51	0
t_n371	3221.297	2929.81	3513.6	0
t_n372	3049.514	2712.89	3371.35	0
t_n373	2895.83	2529.76	3237.95	0
t_n374	2688.527	2273.61	3067.57	0
t_n375	2295.071	1731.7	2779.47	0
t_n376	2114.354	1544.4	2623.58	0
t_n377	1784.53	1139.9	2369.56	0
t_n378	1669.927	986.27	2291.16	0
t_n379	2315.25	1787.02	2780.16	0
t_n380	1504.592	913.96	2112.53	0
t_n381	2499.937	1963.8	2949.44	0
t_n382	2140.419	1551.11	2662.06	0
t_n383	1678.795	1039.09	2298.01	0
t_n384	2781.889	2334.74	3169.87	0
t_n385	2412.498	1896.65	2870.3	0
t_n386	1758.673	1210.44	2311.83	0
t_n387	1146.29	625.1	1756.36	0
t_n388	2527.834	1774.18	3088.66	0
t_n389	1983.976	1153.59	2710.62	0
t_n390	2565.713	2193.65	2971.92	0
t_n391	2064.825	1807.18	2366.75	0
t_n392	1808.846	1583.71	2082.66	0
t_n393	1532.727	1239.78	1841.26	0
t_n394	1391.687	1105.92	1703.28	0
t_n395	951.09	766.9	1145.26	0
t_n396	614.901	372.14	865.75	0
t_n397	604.964	593.31	610.85	0
t_n398	567.193	561.29	580.2	0
t_n399	419.916	289.42	516.29	0
t_n400	582.035	285.41	985.83	0
t_n401	1674.319	1476.96	1925.96	0
t_n402	1482.967	1349.27	1612.58	0
t_n403	1055.982	774.78	1327.76	0
t_n404	476.771	433.74	515.53	0
t_n405	239.562	211.29	256.01	0
t_n406	882.625	593.8	1178.78	0
t_n407	279.026	127.68	508.83	0
t_n408	1092.379	767.42	1364.88	0
t_n409	854.347	519.15	1173.24	0
t_n410	838.478	410.59	1332.38	0
t_n411	1665.323	1282.36	2042.7	0
t_n412	571.078	276.59	992.63	0
t_n413	805.445	595.2	1032.18	0
t_n414	1926.63	1347.69	2490.72	0
t_n415	1484.472	831.31	2147.82	0
t_n416	1394.714	869.13	1983.13	0
t_n417	1192.662	675.78	1789.5	0
t_n418	3368.105	3165.24	3620.51	0
t_n419	3199.301	2800.43	3510.88	0
t_n420	2187.48	1296.53	2907.59	0
t_n421	3192.144	3036.91	3418.82	0
t_n422	3001.111	2946.58	3136.82	0
t_n423	2272.274	2024.8	2557.74	0
t_n424	1975.268	1728.64	2261.02	0
t_n425	1902.864	1663.71	2185.35	0
t_n426	1482.967	1349.27	1612.58	0
t_n427	1051.739	757.38	1335.13	0
t_n428	869.505	577.09	1175.74	0
t_n429	378.578	174.7	665.81	0
t_n430	476.771	433.74	515.53	0
t_n431	1177.57	896.68	1408.55	0
t_n432	1067.308	770.4	1325.95	0
t_n433	791.091	468.73	1110.22	0
t_n434	1113.084	672.1	1633.23	0
t_n435	905.208	515.61	1408.82	0
t_n436	497.128	228.34	912.02	0
t_n437	566.182	248.93	1109.52	0
t_n438	3684.415	3399.3	3946.07	0
t_n439	3586.708	3297.44	3858.44	0
t_n440	2598.375	1534.82	3379.4	0
t_n441	2280.17	1232.57	3130.41	0
t_n442	3441.207	3153.63	3719.05	0
t_n443	3100.81	2830.28	3379.45	0
t_n444	2834.22	2492.94	3158.32	0
t_n445	2746.955	2397.97	3079.37	0
