t_n245	t_n246	t_n247	t_n248	t_n249	t_n250	t_n251	t_n252	t_n253	t_n254	t_n255	t_n256	t_n257	t_n258	t_n259	t_n260	t_n261	t_n262	t_n263	t_n264	t_n265	t_n266	t_n267	t_n268	t_n269	t_n270	t_n271	t_n272	t_n273	t_n274	t_n275	t_n276	t_n277	t_n278	t_n279	t_n280	t_n281	t_n282	t_n283	t_n284	t_n285	t_n286	t_n287	t_n288	t_n289	t_n290	t_n291	t_n292	t_n293	t_n294	t_n295	t_n296	t_n297	t_n298	t_n299	t_n300	t_n301	t_n302	t_n303	t_n304	t_n305	t_n306	t_n307	t_n308	t_n309	t_n310	t_n311	t_n312	t_n313	t_n314	t_n315	t_n316	t_n317	t_n318	t_n319	t_n320	t_n321	t_n322	t_n323	t_n324	t_n325	t_n326	t_n327	t_n328	t_n329	t_n330	t_n331	t_n332	t_n333	t_n334	t_n335	t_n336	t_n337	t_n338	t_n339	t_n340	t_n341	t_n342	t_n343	t_n344	t_n345	t_n346	t_n347	t_n348	t_n349	t_n350	t_n351	t_n352	t_n353	t_n354	t_n355	t_n356	t_n357	t_n358	t_n359	t_n360	t_n361	t_n362	t_n363	t_n364	t_n365	t_n366	t_n367	t_n368	t_n369	t_n370	t_n371	t_n372	t_n373	t_n374	t_n375	t_n376	t_n377	t_n378	t_n379	t_n380	t_n381	t_n382	t_n383	t_n384	t_n385	t_n386	t_n387	t_n388	t_n389	t_n390	t_n391	t_n392	t_n393	t_n394	t_n395	t_n396	t_n397	t_n398	t_n399	t_n400	t_n401	t_n402	t_n403	t_n404	t_n405	t_n406	t_n407	t_n408	t_n409	t_n410	t_n411	t_n412	t_n413	t_n414	t_n415	t_n416	t_n417	t_n418	t_n419	t_n420	t_n421	t_n422	t_n423	t_n424	t_n425	t_n426	t_n427	t_n428	t_n429	t_n430	t_n431	t_n432	t_n433	t_n434	t_n435	t_n436	t_n437	t_n438	t_n439	t_n440	t_n441	t_n442	t_n443	t_n444	t_n445	t_n446	t_n447	t_n448	t_n449	t_n450	t_n451	t_n452	t_n453	t_n454	t_n455	t_n456	t_n457	t_n458	t_n459	t_n460	t_n461	t_n462	t_n463	t_n464	t_n465	t_n466	t_n467	t_n468	t_n469	t_n470	t_n471	t_n472	t_n473	t_n474	t_n475	t_n476	t_n477	t_n478	t_n479	t_n480	t_n481	t_n482	t_n483	t_n484	t_n485	t_n486	t_n487
run1	4.518904	4.5084863	4.475941	4.419873	4.1742	3.4807544	4.3408861	4.2457276	4.1117895	3.9633767	3.6213408	3.1053254	2.3868325	3.7659958	3.5221422	3.1225016	2.6141871	1.9388873	3.3231126	2.6178694	4.0349233	3.3930521	1.941191	1.8692855	1.7463314	1.5230504	1.1624101	0.6090542	0.5903121	0.5602731	1.6544478	1.8983763	1.8492519	1.780598	1.6643344	1.4937776	0.5155066	0.2472291	1.2590428	0.9392217	1.6931732	1.4362264	1.7454533	1.5089035	0.947621	1.5066497	1.7073491	3.0414631	2.3569994	3.7032762	3.1947205	2.4218337	4.3554219	4.0016867	2.8454642	2.8370167	4.4854784	4.4168355	4.153475	4.2792705	4.0358837	3.4596921	3.3121497	3.0867976	1.780598	1.4937776	0.5155066	0.2472291	1.2590428	0.9392217	1.6931732	1.4694621	0.947621	1.4324733	2.7912024	2.3527937	1.7570609	2.1939531	3.8083966	4.4493837	4.3631697	4.1984945	1.8692855	1.7463314	1.5230504	0.6090542	0.5903121	0.5602731	1.6544478	3.4574813	1.780598	1.4937776	0.5155066	0.2472291	1.2590428	0.9392217	1.6931732	2.6943774	4.1117752	3.187714	3.3621885	2.5317443	4.3988867	4.3083664	4.1853839	4.0267033	3.2891539	2.5793295	3.8343112	3.5934186	2.9502781	3.2794844	2.6147539	2.8803283	2.3787037	1.7174473	3.2420755	3.8628523	3.2836591	1.8801505	4.5084863	4.4854784	4.4493837	4.3988867	4.3029197	4.1611266	3.919236	3.570823	3.0834252	2.3499088	1.8801505	3.2891539	2.5793295	3.8472092	3.3502817	2.5389306	4.0885583	3.730581	3.1725448	2.3535639	4.1561606	3.5239508	4.3631697	4.1984945	3.9087844	1.8692855	1.7463314	1.5230504	1.1624101	0.6090542	0.5903121	0.5602731	1.6544478	3.4574813	1.780598	1.4937776	0.5155066	0.2472291	1.2590428	0.9392217	1.6931732	1.4353836	0.947621	3.7433531	1.7073491	1.5066497	4.1156412	3.187714	3.3621885	2.5317443	4.4168355	4.153475	3.4718704	4.2792705	4.0358837	3.4596921	3.3121497	3.0867976	1.780598	1.4937776	1.2590428	0.9392217	0.5155066	1.6931732	1.501149	1.1811198	2.7912024	2.3527937	1.7570609	3.8083966	4.475941	4.419873	4.1742	3.4807544	4.3408861	4.2457276	4.1117895	3.9633767	3.7659958	3.5221422	3.0473195	2.3353913	3.3231126	2.6178694	3.6213408	3.1053254	2.3868325	4.0349233	3.3930521	1.941191	1.8692855	1.7463314	1.5230504	1.1624101	0.6090542	0.5903121	0.5602731	1.6544478	1.8983763	1.8492519	1.780598	1.6643344	1.4937776	0.5155066	0.2472291	1.2590428	0.9392217	1.6931732	1.4362264	1.7454533	1.5089035	0.947621	1.5066497	1.7073491	3.0414631	2.3569994	3.7032762	3.1947205	2.4218337	4.3554219	4.0106543	2.8454642	2.8370167
run2	4.5187716	4.5077154	4.4768014	4.4219698	4.1791743	3.4860332	4.3425232	4.2480692	4.11549	3.9672545	3.6380281	3.129138	2.3792538	3.7783589	3.5183937	3.122785	2.638577	1.9144042	3.3385392	2.5976587	4.0350687	3.391573	1.9409276	1.8700085	1.749775	1.5273129	1.1682784	0.6090499	0.5902751	0.5603001	1.6521458	1.8964047	1.8512863	1.781536	1.6621392	1.4938264	0.5154165	0.2472847	1.2708172	0.95015	1.6918276	1.4278721	1.7421789	1.5145206	0.9372733	1.5007998	1.7036844	3.0474934	2.3848698	3.6883135	3.1980556	2.4217946	4.3605284	4.0041795	2.8748482	2.8592264	4.4843618	4.4158492	4.1505861	4.2865315	4.0314151	3.4609901	3.3173974	3.087905	1.781536	1.4938264	0.5154165	0.2472847	1.2708172	0.95015	1.6918276	1.4698511	0.9372733	1.4326401	2.8051182	2.3558336	1.737196	2.18722	3.8092788	4.4490215	4.3673545	4.2036833	1.8700085	1.749775	1.5273129	0.6090499	0.5902751	0.5603001	1.6521458	3.4539164	1.781536	1.4938264	0.5154165	0.2472847	1.2708172	0.95015	1.6918276	2.7028213	4.1137402	3.1542266	3.3526687	2.5549161	4.3988904	4.3038212	4.1918944	4.0252527	3.3131554	2.5846588	3.8425295	3.5959764	2.9554123	3.3073349	2.6135421	2.8941825	2.3871923	1.7181632	3.2477105	3.8764354	3.2906281	1.8984489	4.5077154	4.4843618	4.4490215	4.3988904	4.3081671	4.1605229	3.9200873	3.5694119	3.0754047	2.3666031	1.8984489	3.3131554	2.5846588	3.8558451	3.3422606	2.5334377	4.094098	3.7466411	3.1919546	2.3718783	4.1560437	3.5019859	4.3673545	4.2036833	3.9159247	1.8700085	1.749775	1.5273129	1.1682784	0.6090499	0.5902751	0.5603001	1.6521458	3.4539164	1.781536	1.4938264	0.5154165	0.2472847	1.2708172	0.95015	1.6918276	1.440809	0.9372733	3.752737	1.7036844	1.5007998	4.1263369	3.1542266	3.3526687	2.5549161	4.4158492	4.1505861	3.445364	4.2865315	4.0314151	3.4609901	3.3173974	3.087905	1.781536	1.4938264	1.2708172	0.95015	0.5154165	1.6918276	1.50292	1.1777957	2.8051182	2.3558336	1.737196	3.8092788	4.4768014	4.4219698	4.1791743	3.4860332	4.3425232	4.2480692	4.11549	3.9672545	3.7783589	3.5183937	3.0316568	2.3395103	3.3385392	2.5976587	3.6380281	3.129138	2.3792538	4.0350687	3.391573	1.9409276	1.8700085	1.749775	1.5273129	1.1682784	0.6090499	0.5902751	0.5603001	1.6521458	1.8964047	1.8512863	1.781536	1.6621392	1.4938264	0.5154165	0.2472847	1.2708172	0.95015	1.6918276	1.4278721	1.7421789	1.5145206	0.9372733	1.5007998	1.7036844	3.0474934	2.3848698	3.6883135	3.1980556	2.4217946	4.3605284	3.9961218	2.8748482	2.8592264
run3	4.5188271	4.5085971	4.476583	4.421433	4.1803244	3.5036533	4.3441071	4.2453631	4.1187048	3.9742798	3.626538	3.1249422	2.3758622	3.781286	3.5170405	3.1209555	2.6058742	1.9132531	3.3404691	2.6162912	4.0344185	3.3911133	1.9420647	1.8716917	1.7513582	1.5416288	1.1720636	0.6090832	0.5903237	0.5603695	1.6589144	1.8977092	1.8499558	1.7830147	1.6628896	1.4943388	0.5154134	0.2471966	1.2538849	0.9332239	1.6926156	1.4419229	1.7474036	1.5162069	0.9417926	1.5077171	1.7017528	3.0513135	2.3922784	3.6987974	3.2168253	2.4358334	4.3541482	4.003631	2.8680491	2.856539	4.4854333	4.4155144	4.1583011	4.2789433	4.0490649	3.4598675	3.30666	3.08069	1.7830147	1.4943388	0.5154134	0.2471966	1.2538849	0.9332239	1.6926156	1.4759512	0.9417926	1.4327655	2.7893476	2.3313187	1.7293522	2.1776518	3.8131538	4.4507932	4.367013	4.2043878	1.8716917	1.7513582	1.5416288	0.6090832	0.5903237	0.5603695	1.6589144	3.462063	1.7830147	1.4943388	0.5154134	0.2471966	1.2538849	0.9332239	1.6926156	2.7105775	4.1146191	3.1907207	3.3490311	2.5351114	4.3965801	4.3040417	4.189289	4.0291632	3.30325	2.5993355	3.8228268	3.592335	2.9648323	3.2994714	2.6091773	2.8834972	2.3783199	1.7148899	3.2412435	3.8584418	3.2888264	1.8902189	4.5085971	4.4854333	4.4507932	4.3965801	4.3034092	4.1574583	3.9236524	3.5794871	3.1067086	2.3209069	1.8902189	3.30325	2.5993355	3.8558347	3.3433562	2.5634068	4.0887961	3.7244409	3.1493718	2.3458588	4.1635604	3.4645745	4.367013	4.2043878	3.9078259	1.8716917	1.7513582	1.5416288	1.1720636	0.6090832	0.5903237	0.5603695	1.6589144	3.462063	1.7830147	1.4943388	0.5154134	0.2471966	1.2538849	0.9332239	1.6926156	1.4356355	0.9417926	3.7551607	1.7017528	1.5077171	4.1095667	3.1907207	3.3490311	2.5351114	4.4155144	4.1583011	3.445885	4.2789433	4.0490649	3.4598675	3.30666	3.08069	1.7830147	1.4943388	1.2538849	0.9332239	0.5154134	1.6926156	1.4996901	1.1816284	2.7893476	2.3313187	1.7293522	3.8131538	4.476583	4.421433	4.1803244	3.5036533	4.3441071	4.2453631	4.1187048	3.9742798	3.781286	3.5170405	3.0479851	2.3243928	3.3404691	2.6162912	3.626538	3.1249422	2.3758622	4.0344185	3.3911133	1.9420647	1.8716917	1.7513582	1.5416288	1.1720636	0.6090832	0.5903237	0.5603695	1.6589144	1.8977092	1.8499558	1.7830147	1.6628896	1.4943388	0.5154134	0.2471966	1.2538849	0.9332239	1.6926156	1.4419229	1.7474036	1.5162069	0.9417926	1.5077171	1.7017528	3.0513135	2.3922784	3.6987974	3.2168253	2.4358334	4.3541482	3.987142	2.8680491	2.856539
run4	4.5188312	4.508447	4.4760393	4.4182703	4.1732138	3.4841998	4.3395002	4.2509494	4.1170211	3.9653248	3.6356915	3.1500288	2.3928493	3.7733023	3.5136453	3.1286724	2.6251091	1.9081008	3.3257339	2.6214944	4.0457895	3.397487	1.9422256	1.8724481	1.748979	1.5392145	1.1664092	0.6090844	0.5903728	0.5598584	1.6489676	1.8988756	1.8506461	1.7831757	1.670249	1.4992554	0.5153327	0.2473218	1.2656627	0.9392888	1.6951354	1.4320038	1.7428028	1.5278299	0.943594	1.5026199	1.713889	3.0512936	2.3723022	3.6890584	3.1962866	2.4060867	4.3513099	4.0008708	2.8634415	2.8511585	4.4858172	4.4179324	4.1635251	4.2897215	4.0440779	3.4577775	3.3116088	3.0785219	1.7831757	1.4992554	0.5153327	0.2473218	1.2656627	0.9392888	1.6951354	1.4709279	0.943594	1.4409625	2.7724705	2.3391431	1.7308113	2.1782677	3.8068686	4.4504683	4.3698293	4.1999382	1.8724481	1.748979	1.5392145	0.6090844	0.5903728	0.5598584	1.6489676	3.4410492	1.7831757	1.4992554	0.5153327	0.2473218	1.2656627	0.9392888	1.6951354	2.6845222	4.1120517	3.1610353	3.3248861	2.5194197	4.3986411	4.3052972	4.1901979	4.0337894	3.3014871	2.5707139	3.8415896	3.590984	2.9596334	3.2884453	2.6428704	2.8873876	2.3871226	1.703493	3.2197452	3.8725344	3.2801356	1.9135234	4.508447	4.4858172	4.4504683	4.3986411	4.3048157	4.1600359	3.9237731	3.5830187	3.0774929	2.3350207	1.9135234	3.3014871	2.5707139	3.8438183	3.3276627	2.5532082	4.0884963	3.7319069	3.1749844	2.3568195	4.1575152	3.467936	4.3698293	4.1999382	3.9036838	1.8724481	1.748979	1.5392145	1.1664092	0.6090844	0.5903728	0.5598584	1.6489676	3.4410492	1.7831757	1.4992554	0.5153327	0.2473218	1.2656627	0.9392888	1.6951354	1.4427121	0.943594	3.7391438	1.713889	1.5026199	4.1150871	3.1610353	3.3248861	2.5194197	4.4179324	4.1635251	3.48023	4.2897215	4.0440779	3.4577775	3.3116088	3.0785219	1.7831757	1.4992554	1.2656627	0.9392888	0.5153327	1.6951354	1.5031299	1.173569	2.7724705	2.3391431	1.7308113	3.8068686	4.4760393	4.4182703	4.1732138	3.4841998	4.3395002	4.2509494	4.1170211	3.9653248	3.7733023	3.5136453	3.0563841	2.3279342	3.3257339	2.6214944	3.6356915	3.1500288	2.3928493	4.0457895	3.397487	1.9422256	1.8724481	1.748979	1.5392145	1.1664092	0.6090844	0.5903728	0.5598584	1.6489676	1.8988756	1.8506461	1.7831757	1.670249	1.4992554	0.5153327	0.2473218	1.2656627	0.9392888	1.6951354	1.4320038	1.7428028	1.5278299	0.943594	1.5026199	1.713889	3.0512936	2.3723022	3.6890584	3.1962866	2.4060867	4.3513099	3.9967902	2.8634415	2.8511585
run5	4.5188854	4.5085692	4.4757653	4.4192234	4.1708462	3.4913525	4.3424065	4.244277	4.1153956	3.9691392	3.6219928	3.1207127	2.3633356	3.7673397	3.5205458	3.1135755	2.6235458	1.9160531	3.3211105	2.5904364	4.0352879	3.3956272	1.9433773	1.8697151	1.7484644	1.5259461	1.1679232	0.6091837	0.5904179	0.5605851	1.6577307	1.8981817	1.8512819	1.7849276	1.6614233	1.4976225	0.5153912	0.2470204	1.2637853	0.9386526	1.6922789	1.4246647	1.7479885	1.5183655	0.9540678	1.510409	1.7136001	3.0420637	2.3804914	3.6897147	3.1958892	2.4127293	4.3563671	4.0005809	2.8769227	2.8494835	4.4856813	4.417043	4.167232	4.2832566	4.0435939	3.4588086	3.3195997	3.0921594	1.7849276	1.4976225	0.5153912	0.2470204	1.2637853	0.9386526	1.6922789	1.4677087	0.9540678	1.435261	2.7873053	2.366129	1.7492573	2.1911821	3.7911251	4.449741	4.3684843	4.206487	1.8697151	1.7484644	1.5259461	0.6091837	0.5904179	0.5605851	1.6577307	3.4563236	1.7849276	1.4976225	0.5153912	0.2470204	1.2637853	0.9386526	1.6922789	2.709356	4.1200912	3.1627119	3.3575008	2.5495609	4.3984304	4.3046803	4.1862779	4.0266985	3.3022317	2.6198443	3.8302884	3.588769	2.9330102	3.2915656	2.6284079	2.8915846	2.3815089	1.7378428	3.2312145	3.8551846	3.2637938	1.8886923	4.5085692	4.4856813	4.449741	4.3984304	4.3079354	4.1588141	3.928297	3.5657	3.0824314	2.3302757	1.8886923	3.3022317	2.6198443	3.8583267	3.3446373	2.5748987	4.0840243	3.7369058	3.1930038	2.3537816	4.1652239	3.4976678	4.3684843	4.206487	3.9231354	1.8697151	1.7484644	1.5259461	1.1679232	0.6091837	0.5904179	0.5605851	1.6577307	3.4563236	1.7849276	1.4976225	0.5153912	0.2470204	1.2637853	0.9386526	1.6922789	1.4305437	0.9540678	3.7577411	1.7136001	1.510409	4.121707	3.1627119	3.3575008	2.5495609	4.417043	4.167232	3.4591802	4.2832566	4.0435939	3.4588086	3.3195997	3.0921594	1.7849276	1.4976225	1.2637853	0.9386526	0.5153912	1.6922789	1.4899335	1.1798523	2.7873053	2.366129	1.7492573	3.7911251	4.4757653	4.4192234	4.1708462	3.4913525	4.3424065	4.244277	4.1153956	3.9691392	3.7673397	3.5205458	3.0192865	2.3287383	3.3211105	2.5904364	3.6219928	3.1207127	2.3633356	4.0352879	3.3956272	1.9433773	1.8697151	1.7484644	1.5259461	1.1679232	0.6091837	0.5904179	0.5605851	1.6577307	1.8981817	1.8512819	1.7849276	1.6614233	1.4976225	0.5153912	0.2470204	1.2637853	0.9386526	1.6922789	1.4246647	1.7479885	1.5183655	0.9540678	1.510409	1.7136001	3.0420637	2.3804914	3.6897147	3.1958892	2.4127293	4.3563671	4.0097935	2.8769227	2.8494835
run6	4.518926	4.5086329	4.4763243	4.4186566	4.1711028	3.472117	4.3424275	4.2446329	4.1076422	3.9619695	3.6293306	3.1397385	2.3893052	3.7690287	3.5093354	3.1060744	2.6098393	1.9167399	3.3228912	2.6032638	4.0360284	3.3943569	1.9434303	1.8695712	1.7434827	1.5270344	1.1697076	0.6091335	0.590364	0.56092	1.6581837	1.8967715	1.8496141	1.7817075	1.6598654	1.4906969	0.5154776	0.2473331	1.2634529	0.9368699	1.6959132	1.4371299	1.742744	1.5222855	0.9427541	1.4938598	1.7078669	3.0461708	2.3622555	3.6864002	3.1781549	2.4002669	4.3539997	4.0001377	2.8447426	2.8539368	4.4862175	4.4157061	4.1578291	4.2843418	4.0354577	3.4592637	3.3098433	3.0781625	1.7817075	1.4906969	0.5154776	0.2473331	1.2634529	0.9368699	1.6959132	1.4683707	0.9427541	1.4416273	2.7968394	2.3553124	1.7365798	2.1931619	3.8194415	4.4504363	4.3650132	4.201245	1.8695712	1.7434827	1.5270344	0.6091335	0.590364	0.56092	1.6581837	3.4751109	1.7817075	1.4906969	0.5154776	0.2473331	1.2634529	0.9368699	1.6959132	2.7110665	4.111315	3.1590985	3.3713696	2.5414221	4.3984925	4.3062019	4.1931034	4.0363127	3.3067381	2.6125322	3.8446975	3.5931779	2.9760757	3.2763318	2.6201023	2.8802807	2.38131	1.6949207	3.2498722	3.8685215	3.2901514	1.9109746	4.5086329	4.4862175	4.4504363	4.3984925	4.3064918	4.1605791	3.9208731	3.5755295	3.0933811	2.3621019	1.9109746	3.3067381	2.6125322	3.8425157	3.3484207	2.5555987	4.096968	3.7287372	3.1833927	2.3592098	4.1637444	3.4772608	4.3650132	4.201245	3.912747	1.8695712	1.7434827	1.5270344	1.1697076	0.6091335	0.590364	0.56092	1.6581837	3.4751109	1.7817075	1.4906969	0.5154776	0.2473331	1.2634529	0.9368699	1.6959132	1.4441781	0.9427541	3.740491	1.7078669	1.4938598	4.1145948	3.1590985	3.3713696	2.5414221	4.4157061	4.1578291	3.4657118	4.2843418	4.0354577	3.4592637	3.3098433	3.0781625	1.7817075	1.4906969	1.2634529	0.9368699	0.5154776	1.6959132	1.5052109	1.180187	2.7968394	2.3553124	1.7365798	3.8194415	4.4763243	4.4186566	4.1711028	3.472117	4.3424275	4.2446329	4.1076422	3.9619695	3.7690287	3.5093354	3.0447644	2.3512467	3.3228912	2.6032638	3.6293306	3.1397385	2.3893052	4.0360284	3.3943569	1.9434303	1.8695712	1.7434827	1.5270344	1.1697076	0.6091335	0.590364	0.56092	1.6581837	1.8967715	1.8496141	1.7817075	1.6598654	1.4906969	0.5154776	0.2473331	1.2634529	0.9368699	1.6959132	1.4371299	1.742744	1.5222855	0.9427541	1.4938598	1.7078669	3.0461708	2.3622555	3.6864002	3.1781549	2.4002669	4.3539997	4.0161511	2.8447426	2.8539368
